Primary Type,Beat
CRIMINAL DAMAGE,834
THEFT,2013
DECEPTIVE PRACTICE,1813
MOTOR VEHICLE THEFT,231
BATTERY,414
SEX OFFENSE,2013
THEFT,811
CRIMINAL DAMAGE,611
DECEPTIVE PRACTICE,2413
BATTERY,2532
MOTOR VEHICLE THEFT,1213
WEAPONS VIOLATION,1125
BATTERY,2432
DECEPTIVE PRACTICE,1911
THEFT,1111
DECEPTIVE PRACTICE,1233
THEFT,121
ROBBERY,2432
WEAPONS VIOLATION,1423
BATTERY,511
CRIMINAL DAMAGE,1023
BATTERY,1111
ROBBERY,2424
ROBBERY,2431
BATTERY,1511
THEFT,1223
ASSAULT,312
CRIMINAL DAMAGE,1834
CRIMINAL DAMAGE,912
BATTERY,835
BATTERY,432
WEAPONS VIOLATION,2522
BATTERY,533
ROBBERY,1723
THEFT,1911
CRIMINAL DAMAGE,914
THEFT,122
OTHER OFFENSE,622
BATTERY,131
CRIMINAL TRESPASS,1024
ASSAULT,1113
THEFT,2412
CRIMINAL DAMAGE,233
THEFT,724
ASSAULT,933
THEFT,815
ROBBERY,912
BATTERY,1132
ROBBERY,1122
BATTERY,1732
SEX OFFENSE,823
ROBBERY,1513
BATTERY,1833
CRIMINAL DAMAGE,1221
CRIMINAL DAMAGE,1824
OTHER OFFENSE,1011
BATTERY,1132
ASSAULT,1824
CRIMINAL DAMAGE,2411
BATTERY,1422
OTHER OFFENSE,1412
THEFT,1832
MOTOR VEHICLE THEFT,1013
THEFT,1431
THEFT,712
CRIMINAL DAMAGE,2222
BATTERY,1233
ROBBERY,1533
CRIMINAL DAMAGE,1021
THEFT,1831
CRIMINAL TRESPASS,2534
ASSAULT,1621
BATTERY,311
HOMICIDE,1031
BATTERY,1824
BATTERY,1124
THEFT,223
WEAPONS VIOLATION,815
CRIMINAL DAMAGE,531
BURGLARY,123
CRIMINAL DAMAGE,1231
THEFT,2523
ASSAULT,834
ROBBERY,1924
CRIMINAL DAMAGE,1822
THEFT,1933
THEFT,1231
CRIMINAL DAMAGE,2222
DECEPTIVE PRACTICE,632
THEFT,914
MOTOR VEHICLE THEFT,1834
ROBBERY,1834
THEFT,822
MOTOR VEHICLE THEFT,323
CRIMINAL DAMAGE,722
CRIMINAL DAMAGE,834
THEFT,133
BURGLARY,312
CRIMINAL DAMAGE,922
CRIMINAL DAMAGE,834
CRIMINAL DAMAGE,234
OTHER OFFENSE,1832
ASSAULT,434
BURGLARY,2213
CRIMINAL DAMAGE,913
BATTERY,421
THEFT,2232
BURGLARY,2413
THEFT,424
BATTERY,1733
OTHER OFFENSE,1024
ASSAULT,924
BATTERY,624
ASSAULT,1231
BATTERY,921
OTHER OFFENSE,2513
ASSAULT,912
DECEPTIVE PRACTICE,122
MOTOR VEHICLE THEFT,631
BURGLARY,823
THEFT,823
CRIMINAL DAMAGE,1031
BATTERY,321
ASSAULT,332
BATTERY,2522
BATTERY,725
ASSAULT,1021
OTHER OFFENSE,611
OTHER OFFENSE,1915
OTHER OFFENSE,1911
OTHER OFFENSE,1831
THEFT,333
BATTERY,2431
CRIMINAL TRESPASS,331
BATTERY,835
BURGLARY,234
OFFENSE INVOLVING CHILDREN,2433
ROBBERY,1031
ASSAULT,2212
BURGLARY,1922
OTHER OFFENSE,1523
ASSAULT,421
MOTOR VEHICLE THEFT,1211
THEFT,512
MOTOR VEHICLE THEFT,622
OTHER OFFENSE,1014
BATTERY,2212
THEFT,1221
BATTERY,533
BURGLARY,1133
DECEPTIVE PRACTICE,1411
MOTOR VEHICLE THEFT,624
DECEPTIVE PRACTICE,2531
THEFT,111
WEAPONS VIOLATION,322
DECEPTIVE PRACTICE,1913
CRIMINAL DAMAGE,2515
MOTOR VEHICLE THEFT,631
BATTERY,621
THEFT,1724
THEFT,634
THEFT,1411
ASSAULT,311
OTHER OFFENSE,725
ASSAULT,423
NARCOTICS,1134
CRIMINAL DAMAGE,835
CRIMINAL DAMAGE,231
THEFT,1814
DECEPTIVE PRACTICE,813
CRIMINAL DAMAGE,815
OTHER OFFENSE,815
OTHER OFFENSE,212
THEFT,1021
BATTERY,1235
THEFT,1434
DECEPTIVE PRACTICE,423
DECEPTIVE PRACTICE,2413
DECEPTIVE PRACTICE,835
BURGLARY,523
BATTERY,1135
OTHER OFFENSE,633
OTHER OFFENSE,1135
ASSAULT,432
BATTERY,624
OTHER OFFENSE,1022
CRIMINAL DAMAGE,121
OFFENSE INVOLVING CHILDREN,423
ASSAULT,2412
SEX OFFENSE,1412
ARSON,831
ASSAULT,722
BATTERY,623
BATTERY,1132
ASSAULT,1533
BATTERY,424
PUBLIC PEACE VIOLATION,1121
THEFT,1913
DECEPTIVE PRACTICE,122
ASSAULT,624
CRIMINAL DAMAGE,624
THEFT,1421
OTHER OFFENSE,331
CRIMINAL DAMAGE,1135
DECEPTIVE PRACTICE,1712
CRIMINAL DAMAGE,1622
CRIMINAL DAMAGE,222
BURGLARY,511
SEX OFFENSE,1623
CRIMINAL TRESPASS,1233
THEFT,112
BATTERY,213
THEFT,2234
ASSAULT,823
OTHER OFFENSE,821
OTHER OFFENSE,1914
ASSAULT,423
CRIMINAL DAMAGE,1115
THEFT,811
OTHER OFFENSE,1923
THEFT,1934
OTHER OFFENSE,1112
DECEPTIVE PRACTICE,212
ASSAULT,1411
ASSAULT,935
ASSAULT,1411
BATTERY,831
CRIMINAL TRESPASS,123
OFFENSE INVOLVING CHILDREN,2523
CRIMINAL DAMAGE,412
THEFT,331
THEFT,2022
THEFT,1224
BATTERY,1122
DECEPTIVE PRACTICE,1934
THEFT,632
MOTOR VEHICLE THEFT,923
CRIMINAL DAMAGE,1822
ASSAULT,614
DECEPTIVE PRACTICE,131
THEFT,831
MOTOR VEHICLE THEFT,815
CRIMINAL DAMAGE,114
OTHER OFFENSE,1021
THEFT,331
BATTERY,1235
BATTERY,321
DECEPTIVE PRACTICE,1621
BATTERY,2413
THEFT,411
CRIMINAL DAMAGE,423
OTHER OFFENSE,914
OTHER OFFENSE,1034
THEFT,1433
DECEPTIVE PRACTICE,1932
THEFT,1935
ASSAULT,1233
BATTERY,613
BATTERY,613
CRIMINAL TRESPASS,1811
ASSAULT,1233
THEFT,1212
MOTOR VEHICLE THEFT,2424
THEFT,314
ASSAULT,2022
THEFT,1713
ASSAULT,512
THEFT,914
DECEPTIVE PRACTICE,1923
BATTERY,223
OTHER OFFENSE,414
THEFT,623
OFFENSE INVOLVING CHILDREN,1713
CRIMINAL DAMAGE,1824
THEFT,2422
OTHER OFFENSE,1411
CRIMINAL DAMAGE,2424
THEFT,632
THEFT,831
DECEPTIVE PRACTICE,624
BATTERY,423
BATTERY,2212
THEFT,1531
ASSAULT,1011
MOTOR VEHICLE THEFT,411
SEX OFFENSE,825
CRIMINAL TRESPASS,1922
OTHER OFFENSE,421
ASSAULT,1711
ASSAULT,2422
THEFT,1223
BATTERY,423
THEFT,323
BATTERY,223
CRIMINAL TRESPASS,1933
BATTERY,1634
CRIMINAL DAMAGE,313
BATTERY,612
THEFT,1234
THEFT,1115
BATTERY,1712
BATTERY,1733
OTHER OFFENSE,2523
CRIMINAL DAMAGE,334
BATTERY,1011
ASSAULT,1215
WEAPONS VIOLATION,726
WEAPONS VIOLATION,923
CRIMINAL DAMAGE,1231
BATTERY,825
THEFT,912
THEFT,2232
BATTERY,923
CRIMINAL TRESPASS,835
THEFT,1932
THEFT,111
DECEPTIVE PRACTICE,111
BURGLARY,411
BATTERY,312
THEFT,1723
CRIMINAL DAMAGE,1622
ASSAULT,431
ROBBERY,915
OTHER OFFENSE,2032
WEAPONS VIOLATION,2424
CRIMINAL DAMAGE,2514
THEFT,815
THEFT,2032
THEFT,1925
THEFT,924
DECEPTIVE PRACTICE,1833
CRIMINAL DAMAGE,523
WEAPONS VIOLATION,323
CRIMINAL DAMAGE,2433
DECEPTIVE PRACTICE,324
MOTOR VEHICLE THEFT,1915
BATTERY,1133
CRIMINAL DAMAGE,531
THEFT,2433
THEFT,1233
OTHER OFFENSE,731
MOTOR VEHICLE THEFT,331
BURGLARY,2223
CRIMINAL DAMAGE,925
BATTERY,531
THEFT,1925
THEFT,2012
THEFT,925
BATTERY,1414
OTHER OFFENSE,624
CRIMINAL TRESPASS,1935
ASSAULT,1133
CRIMINAL DAMAGE,1232
THEFT,1021
ROBBERY,235
OTHER OFFENSE,232
BATTERY,1934
ROBBERY,1122
DECEPTIVE PRACTICE,815
CRIMINAL DAMAGE,421
CRIMINAL DAMAGE,1533
WEAPONS VIOLATION,823
WEAPONS VIOLATION,833
OTHER OFFENSE,1113
THEFT,1821
OTHER OFFENSE,1222
MOTOR VEHICLE THEFT,411
OTHER OFFENSE,835
CRIMINAL DAMAGE,1722
ROBBERY,112
THEFT,2031
THEFT,2211
DECEPTIVE PRACTICE,1923
CRIMINAL DAMAGE,2424
CRIMINAL DAMAGE,815
DECEPTIVE PRACTICE,1911
THEFT,1434
THEFT,2023
CRIMINAL DAMAGE,511
THEFT,1225
THEFT,1433
ASSAULT,1033
THEFT,1111
OTHER OFFENSE,212
ASSAULT,2012
THEFT,215
BATTERY,1622
BATTERY,611
THEFT,1431
BATTERY,631
ROBBERY,122
MOTOR VEHICLE THEFT,622
CRIMINAL DAMAGE,925
THEFT,924
ASSAULT,731
THEFT,2533
BATTERY,732
CRIMINAL DAMAGE,1211
DECEPTIVE PRACTICE,1115
CRIMINAL DAMAGE,1423
THEFT,211
THEFT,712
BATTERY,724
THEFT,1512
CRIMINAL DAMAGE,821
CRIMINAL DAMAGE,314
MOTOR VEHICLE THEFT,1832
MOTOR VEHICLE THEFT,631
THEFT,323
MOTOR VEHICLE THEFT,1421
THEFT,713
DECEPTIVE PRACTICE,833
THEFT,412
WEAPONS VIOLATION,1021
ASSAULT,915
MOTOR VEHICLE THEFT,511
ASSAULT,1024
BATTERY,421
THEFT,814
ASSAULT,414
ASSAULT,1623
CRIMINAL TRESPASS,111
BATTERY,915
ROBBERY,933
THEFT,1934
THEFT,1834
THEFT,1732
THEFT,2411
BATTERY,321
CRIMINAL SEXUAL ASSAULT,2512
CRIMINAL TRESPASS,1831
ASSAULT,813
ASSAULT,1231
BATTERY,631
WEAPONS VIOLATION,513
BATTERY,1812
BATTERY,726
NARCOTICS,725
BURGLARY,2432
NARCOTICS,1132
CRIMINAL DAMAGE,1524
BATTERY,933
OTHER OFFENSE,133
PUBLIC PEACE VIOLATION,2525
THEFT,1434
THEFT,813
OTHER OFFENSE,1631
BATTERY,1231
CRIMINAL DAMAGE,2023
CRIMINAL DAMAGE,611
THEFT,1522
WEAPONS VIOLATION,231
WEAPONS VIOLATION,725
THEFT,2422
WEAPONS VIOLATION,623
BATTERY,732
OTHER OFFENSE,511
CRIMINAL DAMAGE,1624
BATTERY,614
ASSAULT,632
ASSAULT,434
ROBBERY,624
THEFT,1931
CRIMINAL DAMAGE,622
BATTERY,1431
ASSAULT,121
NARCOTICS,1915
THEFT,1212
BATTERY,612
OTHER OFFENSE,2211
DECEPTIVE PRACTICE,122
BATTERY,1925
OTHER OFFENSE,423
WEAPONS VIOLATION,1115
ASSAULT,1822
CRIMINAL DAMAGE,2223
BATTERY,731
ASSAULT,2223
MOTOR VEHICLE THEFT,1824
THEFT,1733
OFFENSE INVOLVING CHILDREN,1513
ASSAULT,235
CRIMINAL DAMAGE,1511
BATTERY,1731
MOTOR VEHICLE THEFT,825
ASSAULT,1125
NARCOTICS,524
WEAPONS VIOLATION,524
BURGLARY,925
DECEPTIVE PRACTICE,613
CRIMINAL DAMAGE,1634
CRIMINAL DAMAGE,624
CRIMINAL DAMAGE,914
CRIMINAL DAMAGE,825
ASSAULT,815
THEFT,1633
BURGLARY,2011
CRIMINAL DAMAGE,1935
THEFT,312
INTERFERENCE WITH PUBLIC OFFICER,434
BATTERY,511
WEAPONS VIOLATION,531
BURGLARY,322
THEFT,2431
ASSAULT,812
ASSAULT,1821
OTHER OFFENSE,424
WEAPONS VIOLATION,825
MOTOR VEHICLE THEFT,1911
BURGLARY,632
MOTOR VEHICLE THEFT,434
THEFT,223
MOTOR VEHICLE THEFT,321
BATTERY,835
OTHER OFFENSE,2223
THEFT,735
DECEPTIVE PRACTICE,814
MOTOR VEHICLE THEFT,2522
BATTERY,824
BATTERY,911
HOMICIDE,726
ASSAULT,1433
THEFT,822
MOTOR VEHICLE THEFT,1935
BATTERY,2223
BATTERY,2412
ASSAULT,924
NARCOTICS,1132
THEFT,915
WEAPONS VIOLATION,1532
CRIMINAL DAMAGE,1021
BATTERY,2431
BATTERY,924
BATTERY,1024
MOTOR VEHICLE THEFT,815
BATTERY,2533
BATTERY,1132
CONCEALED CARRY LICENSE VIOLATION,813
BATTERY,234
BATTERY,122
THEFT,511
THEFT,1632
BATTERY,1021
THEFT,223
MOTOR VEHICLE THEFT,1931
THEFT,815
CRIMINAL DAMAGE,1023
CRIMINAL DAMAGE,1232
THEFT,1613
THEFT,1031
BATTERY,2422
CRIMINAL DAMAGE,633
WEAPONS VIOLATION,633
WEAPONS VIOLATION,725
CRIMINAL DAMAGE,1131
WEAPONS VIOLATION,1824
THEFT,622
THEFT,1214
BATTERY,1732
BATTERY,512
BATTERY,2412
BATTERY,824
WEAPONS VIOLATION,523
HOMICIDE,623
BATTERY,211
THEFT,1221
CRIMINAL DAMAGE,613
MOTOR VEHICLE THEFT,1934
CRIMINAL SEXUAL ASSAULT,1624
MOTOR VEHICLE THEFT,1722
THEFT,133
THEFT,811
CRIMINAL DAMAGE,815
ASSAULT,1913
BATTERY,2234
ROBBERY,1512
BURGLARY,1633
CRIMINAL DAMAGE,2024
ASSAULT,1224
MOTOR VEHICLE THEFT,813
ASSAULT,1912
ROBBERY,2522
MOTOR VEHICLE THEFT,123
BATTERY,1113
ASSAULT,214
ASSAULT,333
CRIMINAL DAMAGE,1031
OTHER OFFENSE,1722
CRIMINAL DAMAGE,434
THEFT,2412
BATTERY,1614
MOTOR VEHICLE THEFT,2223
DECEPTIVE PRACTICE,313
THEFT,511
CRIMINAL DAMAGE,2522
BATTERY,933
MOTOR VEHICLE THEFT,724
MOTOR VEHICLE THEFT,324
ASSAULT,1723
OTHER OFFENSE,1423
BATTERY,812
ROBBERY,2515
WEAPONS VIOLATION,725
ROBBERY,1831
MOTOR VEHICLE THEFT,313
ROBBERY,1831
WEAPONS VIOLATION,413
WEAPONS VIOLATION,511
BATTERY,1032
BATTERY,1723
BATTERY,1723
BATTERY,1512
BATTERY,1533
BATTERY,813
DECEPTIVE PRACTICE,1654
DECEPTIVE PRACTICE,2222
CRIMINAL DAMAGE,312
BATTERY,1623
BURGLARY,933
OTHER OFFENSE,512
ROBBERY,1013
WEAPONS VIOLATION,925
OTHER OFFENSE,1114
ASSAULT,112
THEFT,2411
ASSAULT,1011
DECEPTIVE PRACTICE,1824
MOTOR VEHICLE THEFT,2533
BATTERY,1712
DECEPTIVE PRACTICE,232
OTHER OFFENSE,831
DECEPTIVE PRACTICE,423
DECEPTIVE PRACTICE,613
DECEPTIVE PRACTICE,911
DECEPTIVE PRACTICE,121
MOTOR VEHICLE THEFT,812
THEFT,1024
DECEPTIVE PRACTICE,1422
MOTOR VEHICLE THEFT,2432
CRIMINAL SEXUAL ASSAULT,1111
THEFT,1911
BURGLARY,511
BURGLARY,624
DECEPTIVE PRACTICE,1933
THEFT,1622
THEFT,1923
CRIMINAL DAMAGE,834
THEFT,1722
CRIMINAL TRESPASS,331
CRIMINAL DAMAGE,511
CRIMINAL DAMAGE,1711
THEFT,1923
BURGLARY,913
THEFT,1413
CRIMINAL DAMAGE,423
BATTERY,332
THEFT,2431
DECEPTIVE PRACTICE,1924
THEFT,811
BATTERY,1011
WEAPONS VIOLATION,825
BATTERY,1032
BATTERY,712
BATTERY,434
THEFT,731
OTHER OFFENSE,1623
ROBBERY,2012
ASSAULT,832
WEAPONS VIOLATION,1532
CRIMINAL DAMAGE,331
BATTERY,1013
OTHER OFFENSE,1234
THEFT,624
THEFT,314
CRIMINAL DAMAGE,725
THEFT,1613
THEFT,1424
MOTOR VEHICLE THEFT,1214
CRIMINAL TRESPASS,1014
BATTERY,612
BATTERY,421
OTHER OFFENSE,1224
BURGLARY,333
ASSAULT,1821
THEFT,423
BURGLARY,334
CRIMINAL DAMAGE,214
ASSAULT,531
THEFT,2232
CRIMINAL TRESPASS,1022
BATTERY,1511
THEFT,132
CRIMINAL DAMAGE,1522
ROBBERY,2233
OTHER OFFENSE,1724
THEFT,1712
MOTOR VEHICLE THEFT,312
MOTOR VEHICLE THEFT,2535
CRIMINAL DAMAGE,923
CRIMINAL DAMAGE,2011
ROBBERY,2424
HOMICIDE,533
BATTERY,634
BATTERY,2431
MOTOR VEHICLE THEFT,1831
CRIMINAL SEXUAL ASSAULT,421
CRIMINAL DAMAGE,1211
OTHER OFFENSE,2515
ROBBERY,2013
BATTERY,1832
THEFT,1612
BATTERY,2522
THEFT,1013
BATTERY,1021
BATTERY,623
MOTOR VEHICLE THEFT,323
BATTERY,312
OTHER OFFENSE,1135
BATTERY,915
ASSAULT,822
ASSAULT,1614
THEFT,723
CRIMINAL DAMAGE,1923
WEAPONS VIOLATION,923
ROBBERY,1433
BURGLARY,815
ASSAULT,714
CRIMINAL DAMAGE,1112
CRIMINAL DAMAGE,2223
BURGLARY,331
HOMICIDE,2212
CRIMINAL DAMAGE,1623
THEFT,812
THEFT,323
CRIMINAL DAMAGE,1511
MOTOR VEHICLE THEFT,1112
CRIMINAL DAMAGE,2514
THEFT,1834
ROBBERY,1034
BURGLARY,1122
BATTERY,123
THEFT,1214
MOTOR VEHICLE THEFT,624
BATTERY,1013
ROBBERY,1411
ASSAULT,2413
CRIMINAL DAMAGE,2531
CRIMINAL DAMAGE,832
THEFT,813
BURGLARY,531
ASSAULT,1424
ROBBERY,931
THEFT,815
THEFT,1651
BATTERY,422
CRIMINAL TRESPASS,623
ROBBERY,2531
CRIMINAL DAMAGE,312
THEFT,1612
BURGLARY,832
CRIMINAL DAMAGE,1924
THEFT,113
CRIMINAL DAMAGE,823
CRIMINAL DAMAGE,822
CRIMINAL DAMAGE,314
OTHER OFFENSE,211
MOTOR VEHICLE THEFT,815
ARSON,2534
THEFT,1651
OTHER OFFENSE,1021
BATTERY,124
ROBBERY,1915
CRIMINAL DAMAGE,1935
ASSAULT,432
THEFT,1214
ROBBERY,1524
THEFT,1914
MOTOR VEHICLE THEFT,2522
THEFT,1432
THEFT,1211
THEFT,1812
BATTERY,1232
BATTERY,1923
OTHER OFFENSE,1511
CRIMINAL DAMAGE,212
THEFT,1655
BURGLARY,1622
THEFT,2515
THEFT,1424
MOTOR VEHICLE THEFT,1225
ASSAULT,824
ASSAULT,511
CRIMINAL DAMAGE,512
ASSAULT,1622
THEFT,1622
THEFT,1414
OTHER OFFENSE,1834
MOTOR VEHICLE THEFT,1214
THEFT,1932
OTHER OFFENSE,633
THEFT,1924
THEFT,1632
THEFT,1022
DECEPTIVE PRACTICE,1935
WEAPONS VIOLATION,611
DECEPTIVE PRACTICE,2433
WEAPONS VIOLATION,312
BATTERY,1512
ASSAULT,1114
THEFT,2411
BATTERY,1824
CRIMINAL DAMAGE,322
THEFT,222
BATTERY,1533
THEFT,524
BATTERY,2012
DECEPTIVE PRACTICE,2024
ROBBERY,111
THEFT,421
BATTERY,1021
DECEPTIVE PRACTICE,1622
BATTERY,233
BURGLARY,512
MOTOR VEHICLE THEFT,1834
DECEPTIVE PRACTICE,1234
THEFT,811
MOTOR VEHICLE THEFT,1531
BATTERY,421
BURGLARY,421
DECEPTIVE PRACTICE,2413
OTHER OFFENSE,1231
DECEPTIVE PRACTICE,1824
BATTERY,624
CRIMINAL TRESPASS,935
ASSAULT,1532
CRIMINAL DAMAGE,224
BATTERY,1034
WEAPONS VIOLATION,2232
CRIMINAL DAMAGE,322
BATTERY,523
OTHER OFFENSE,1231
MOTOR VEHICLE THEFT,532
BURGLARY,2223
BATTERY,212
ASSAULT,1914
ASSAULT,724
DECEPTIVE PRACTICE,2213
THEFT,631
MOTOR VEHICLE THEFT,132
MOTOR VEHICLE THEFT,313
THEFT,412
THEFT,911
ASSAULT,726
MOTOR VEHICLE THEFT,222
ASSAULT,1523
CRIMINAL DAMAGE,835
ASSAULT,312
THEFT,123
NARCOTICS,723
BURGLARY,414
THEFT,1733
DECEPTIVE PRACTICE,813
CRIMINAL TRESPASS,332
DECEPTIVE PRACTICE,1432
BURGLARY,815
OTHER OFFENSE,2223
DECEPTIVE PRACTICE,2512
ASSAULT,1834
ASSAULT,2432
BATTERY,1834
THEFT,1223
OTHER OFFENSE,835
ASSAULT,413
OTHER OFFENSE,835
CRIMINAL DAMAGE,712
DECEPTIVE PRACTICE,2412
CRIMINAL DAMAGE,2432
THEFT,211
THEFT,2512
THEFT,414
THEFT,1923
THEFT,412
BATTERY,2213
BATTERY,214
THEFT,1233
THEFT,713
CRIMINAL DAMAGE,1424
CRIMINAL DAMAGE,412
BATTERY,324
BATTERY,614
THEFT,214
PUBLIC PEACE VIOLATION,1813
BATTERY,2223
BATTERY,612
THEFT,1523
NARCOTICS,1115
CRIMINAL TRESPASS,1533
THEFT,624
BATTERY,1211
ASSAULT,634
THEFT,813
BATTERY,1232
PUBLIC PEACE VIOLATION,1014
ROBBERY,915
DECEPTIVE PRACTICE,1923
DECEPTIVE PRACTICE,311
THEFT,235
MOTOR VEHICLE THEFT,611
BATTERY,432
CRIMINAL DAMAGE,1712
THEFT,1733
THEFT,1614
THEFT,1434
MOTOR VEHICLE THEFT,511
CRIMINAL DAMAGE,1614
DECEPTIVE PRACTICE,815
THEFT,2211
ASSAULT,214
BATTERY,2432
ROBBERY,123
WEAPONS VIOLATION,414
NARCOTICS,1532
ASSAULT,1933
OTHER OFFENSE,2011
WEAPONS VIOLATION,2531
ASSAULT,431
ASSAULT,1133
WEAPONS VIOLATION,612
CRIMINAL TRESPASS,2533
THEFT,133
ASSAULT,913
BATTERY,1934
THEFT,1933
ASSAULT,612
BATTERY,831
BATTERY,1934
MOTOR VEHICLE THEFT,1821
THEFT,123
THEFT,123
THEFT,222
OTHER OFFENSE,1513
CRIMINAL DAMAGE,1424
CRIMINAL DAMAGE,1631
CRIMINAL DAMAGE,1232
DECEPTIVE PRACTICE,2512
CRIMINAL DAMAGE,532
MOTOR VEHICLE THEFT,123
DECEPTIVE PRACTICE,2433
OTHER OFFENSE,1931
DECEPTIVE PRACTICE,1613
THEFT,713
BURGLARY,631
THEFT,1932
CRIMINAL TRESPASS,2213
THEFT,1432
CRIMINAL TRESPASS,1211
CRIMINAL TRESPASS,1911
BATTERY,722
THEFT,1422
OTHER OFFENSE,811
CRIMINAL TRESPASS,1911
CRIMINAL DAMAGE,733
DECEPTIVE PRACTICE,2412
THEFT,2424
DECEPTIVE PRACTICE,2213
CRIMINAL TRESPASS,2024
CRIMINAL DAMAGE,825
WEAPONS VIOLATION,614
ASSAULT,1022
THEFT,111
THEFT,914
THEFT,513
BATTERY,512
THEFT,1914
OTHER OFFENSE,1215
CRIMINAL SEXUAL ASSAULT,233
THEFT,2514
ASSAULT,2022
THEFT,113
THEFT,1633
MOTOR VEHICLE THEFT,2413
BATTERY,1122
THEFT,112
WEAPONS VIOLATION,1115
CRIMINAL DAMAGE,925
MOTOR VEHICLE THEFT,1621
BATTERY,915
ASSAULT,225
BATTERY,2533
DECEPTIVE PRACTICE,2533
MOTOR VEHICLE THEFT,2411
BURGLARY,1123
DECEPTIVE PRACTICE,2533
CRIMINAL DAMAGE,935
BATTERY,2512
OTHER OFFENSE,312
WEAPONS VIOLATION,511
CRIMINAL DAMAGE,1922
ASSAULT,334
OTHER OFFENSE,132
OTHER OFFENSE,815
THEFT,612
BATTERY,1531
DECEPTIVE PRACTICE,1834
OTHER OFFENSE,1724
THEFT,1832
THEFT,623
CRIMINAL DAMAGE,925
OTHER OFFENSE,633
BATTERY,1915
CRIMINAL DAMAGE,1132
THEFT,1212
OTHER OFFENSE,232
BATTERY,1522
CRIMINAL DAMAGE,2532
THEFT,533
THEFT,111
ROBBERY,1433
BATTERY,631
BATTERY,2024
THEFT,1831
ASSAULT,1933
BATTERY,915
ASSAULT,1931
CRIMINAL DAMAGE,631
THEFT,1423
CRIMINAL DAMAGE,1211
THEFT,713
BURGLARY,1622
BATTERY,1934
THEFT,1511
THEFT,1914
OFFENSE INVOLVING CHILDREN,711
CRIMINAL TRESPASS,1532
OTHER OFFENSE,1831
BATTERY,124
ASSAULT,512
THEFT,2422
OTHER OFFENSE,1923
BATTERY,323
CRIMINAL TRESPASS,132
THEFT,1024
THEFT,622
OTHER OFFENSE,1834
THEFT,632
BATTERY,913
CRIMINAL DAMAGE,1612
CRIMINAL DAMAGE,311
BURGLARY,1911
ASSAULT,1023
DECEPTIVE PRACTICE,1034
THEFT,1833
THEFT,1221
CRIMINAL TRESPASS,1823
MOTOR VEHICLE THEFT,825
THEFT,111
BATTERY,234
THEFT,1224
CRIMINAL DAMAGE,1233
OTHER OFFENSE,1423
BURGLARY,1733
CRIMINAL DAMAGE,1221
THEFT,234
ASSAULT,221
OTHER OFFENSE,214
THEFT,1924
THEFT,2033
BATTERY,2022
BATTERY,1224
ASSAULT,1712
THEFT,1935
ASSAULT,1925
THEFT,1925
BURGLARY,1021
BATTERY,1125
MOTOR VEHICLE THEFT,1922
THEFT,1723
THEFT,1834
THEFT,1915
ASSAULT,1211
OTHER OFFENSE,624
THEFT,2011
THEFT,934
THEFT,1933
OTHER OFFENSE,1532
THEFT,1814
WEAPONS VIOLATION,524
BATTERY,1914
THEFT,2431
ASSAULT,2413
ASSAULT,2233
MOTOR VEHICLE THEFT,1915
CRIMINAL SEXUAL ASSAULT,712
ASSAULT,223
ASSAULT,331
THEFT,1732
DECEPTIVE PRACTICE,223
INTIMIDATION,1533
BATTERY,324
BATTERY,1114
BATTERY,1223
BURGLARY,1921
THEFT,1433
THEFT,412
BATTERY,912
THEFT,122
CRIMINAL DAMAGE,332
THEFT,122
SEX OFFENSE,2514
THEFT,1631
ASSAULT,1034
THEFT,1431
THEFT,131
CRIMINAL DAMAGE,1224
THEFT,121
THEFT,2512
MOTOR VEHICLE THEFT,915
THEFT,1821
CRIMINAL DAMAGE,1531
THEFT,413
THEFT,821
CRIMINAL DAMAGE,2223
THEFT,1834
THEFT,423
ASSAULT,332
ASSAULT,1522
MOTOR VEHICLE THEFT,2413
THEFT,2432
THEFT,1915
BATTERY,922
BATTERY,1114
THEFT,1711
ASSAULT,1011
WEAPONS VIOLATION,213
THEFT,1814
BATTERY,733
PUBLIC PEACE VIOLATION,433
WEAPONS VIOLATION,333
ROBBERY,1033
BATTERY,2524
ASSAULT,1633
BATTERY,511
BATTERY,2212
ASSAULT,1123
ASSAULT,1421
THEFT,914
DECEPTIVE PRACTICE,1834
ASSAULT,2223
THEFT,1214
DECEPTIVE PRACTICE,1125
BATTERY,1834
OTHER OFFENSE,1422
THEFT,1613
ROBBERY,232
MOTOR VEHICLE THEFT,2412
OTHER OFFENSE,1223
DECEPTIVE PRACTICE,1834
CRIMINAL DAMAGE,2234
BURGLARY,1713
BATTERY,925
MOTOR VEHICLE THEFT,1022
THEFT,835
BATTERY,332
THEFT,1913
ASSAULT,512
THEFT,2524
THEFT,1214
THEFT,414
THEFT,1032
CRIMINAL DAMAGE,2011
DECEPTIVE PRACTICE,121
CRIMINAL DAMAGE,813
THEFT,123
WEAPONS VIOLATION,1134
HOMICIDE,421
OTHER OFFENSE,524
CRIMINAL DAMAGE,234
THEFT,914
CRIMINAL DAMAGE,714
DECEPTIVE PRACTICE,433
WEAPONS VIOLATION,815
BATTERY,1533
CRIMINAL TRESPASS,823
BURGLARY,2412
THEFT,2411
ASSAULT,1723
BATTERY,1532
BATTERY,312
ASSAULT,131
ASSAULT,1915
WEAPONS VIOLATION,933
